사업장명,소재지전체주소,Item1,Item2,Item3,Item4,Item5,Item6,Items,Price,Date
세탁소,서울특별시 종로구 내자동 201-11번지 서울지방경찰청 ,드라이크리닝,null,null,명품크리닝,운동화세탁,정장세탁,"드라이크리닝,null,null,명품크리닝,운동화세탁,정장세탁",7500,2020-8-1
크린에이드,서울특별시 종로구 구기동 40번지 동익빌라 상가동 11호,정장세탁,null,null,흔적제거,정장세탁,명품크리닝,"정장세탁,null,null,흔적제거,정장세탁,명품크리닝",10500,2020-8-10
평창사,서울특별시 종로구 평창동 99-1번지 ,운동화세탁,면세탁,명품크리닝,null,면세탁,null,"운동화세탁,면세탁,명품크리닝,null,면세탁,null",4500,2020-8-6
미일사,서울특별시 종로구 명륜4가 75번지 ,정장세탁,명품크리닝,면세탁,null,흔적제거,null,"정장세탁,명품크리닝,면세탁,null,흔적제거,null",8000,2020-8-7
성심사,서울특별시 종로구 연건동 118번지 지하1층 비01호 ,정장세탁,null,null,흔적제거,null,정장세탁,"정장세탁,null,null,흔적제거,null,정장세탁",8500,2020-8-24
신영사,서울특별시 종로구 신영동 111-1번지 참가정아트빌B-1 ,운동화세탁,흔적제거,null,null,null,드라이크리닝,"운동화세탁,흔적제거,null,null,null,드라이크리닝",5000,2020-8-9
럭키크리닝상사,서울특별시 종로구 원서동 102-1번지 ,면세탁,null,null,null,null,정장세탁,"면세탁,null,null,null,null,정장세탁",3500,2020-9-16
상명세탁,서울특별시 종로구 평창동 289-1번지 ,명품크리닝,면세탁,운동화세탁,null,null,면세탁,"명품크리닝,면세탁,운동화세탁,null,null,면세탁",4500,2020-9-17
광명사,서울특별시 종로구 인의동 48-14번지 ,명품크리닝,명품크리닝,null,면세탁,명품크리닝,null,"명품크리닝,명품크리닝,null,면세탁,명품크리닝,null",6500,2020-8-7
반도사,서울특별시 종로구 권농동 158번지 ,드라이크리닝,null,null,정장세탁,면세탁,면세탁,"드라이크리닝,null,null,정장세탁,면세탁,면세탁",5000,2020-8-19
광미사,서울특별시 종로구 낙원동 188번지 ,정장세탁,null,null,정장세탁,null,null,"정장세탁,null,null,정장세탁,null,null",6000,2020-8-8
영남세탁,서울특별시 종로구 숭인동 72-87 ,정장세탁,정장세탁,면세탁,흔적제거,null,흔적제거,"정장세탁,정장세탁,면세탁,흔적제거,null,흔적제거",11500,2020-8-24
수도사,서울특별시 종로구 소격동 158-2번지 ,운동화세탁,흔적제거,null,정장세탁,운동화세탁,면세탁,"운동화세탁,흔적제거,null,정장세탁,운동화세탁,면세탁",9000,2020-9-6
서울사,서울특별시 종로구 수송동 58번지 두산위브 지하 106호,흔적제거,null,운동화세탁,흔적제거,정장세탁,null,"흔적제거,null,운동화세탁,흔적제거,정장세탁,null",9500,2020-8-5
동화컴퓨터크리닝,서울특별시 종로구 재동 84-39번지 ,면세탁,운동화세탁,null,null,null,명품크리닝,"면세탁,운동화세탁,null,null,null,명품크리닝",4000,2020-9-4
세탁25,서울특별시 종로구 신교동 57번지 신도빌딩 지하1층 ,드라이크리닝,정장세탁,드라이크리닝,면세탁,null,null,"드라이크리닝,정장세탁,드라이크리닝,면세탁,null,null",5500,2020-9-6
12호우리세탁,서울특별시 종로구 창신동 703번지 ,운동화세탁,면세탁,null,면세탁,null,드라이크리닝,"운동화세탁,면세탁,null,면세탁,null,드라이크리닝",3500,2020-9-18
백양명품크리닝,서울특별시 종로구 내수동 71번지 경희궁의아침 2단지 지하1층 101~104 ,운동화세탁,null,흔적제거,null,null,면세탁,"운동화세탁,null,흔적제거,null,null,면세탁",4500,2020-8-14
명품세탁소,서울특별시 종로구 무악동 63-9번지 1층116호 ,운동화세탁,운동화세탁,null,null,null,드라이크리닝,"운동화세탁,운동화세탁,null,null,null,드라이크리닝",4000,2020-9-21
백양사,서울특별시 종로구 창신동 6-17번지 ,드라이크리닝,명품크리닝,정장세탁,정장세탁,null,null,"드라이크리닝,명품크리닝,정장세탁,정장세탁,null,null",9000,2020-8-12
조양사,서울특별시 종로구 연건동 118-6번지 지1 ,정장세탁,드라이크리닝,null,null,흔적제거,면세탁,"정장세탁,드라이크리닝,null,null,흔적제거,면세탁",7000,2020-8-3
풍림세탁,서울특별시 종로구 사직동 9번지 풍림스페이스본상가 301동 B117호,명품크리닝,명품크리닝,면세탁,null,드라이크리닝,null,"명품크리닝,명품크리닝,면세탁,null,드라이크리닝,null",5500,2020-8-22
I.PARK.진양세탁,서울특별시 종로구 무악동 60번지 인왕산아이파크 상가 201호 ,정장세탁,null,운동화세탁,흔적제거,null,면세탁,"정장세탁,null,운동화세탁,흔적제거,null,면세탁",7500,2020-8-22
세종,서울특별시 종로구 당주동 100번지 세종빌딩 지하동 121호,드라이크리닝,null,null,명품크리닝,null,null,"드라이크리닝,null,null,명품크리닝,null,null",3000,2020-9-26
백양,서울특별시 종로구 계동 140-24번지 ,운동화세탁,정장세탁,드라이크리닝,정장세탁,명품크리닝,면세탁,"운동화세탁,정장세탁,드라이크리닝,정장세탁,명품크리닝,면세탁",11000,2020-9-27
아남세탁소,서울특별시 종로구 명륜2가 4번지 아람아파트 지상동 207호,드라이크리닝,null,운동화세탁,명품크리닝,null,흔적제거,"드라이크리닝,null,운동화세탁,명품크리닝,null,흔적제거",7000,2020-9-9
한양사,서울특별시 종로구 봉익동 22번지 ,면세탁,흔적제거,정장세탁,명품크리닝,운동화세탁,null,"면세탁,흔적제거,정장세탁,명품크리닝,운동화세탁,null",9500,2020-8-7
명진사,서울특별시 종로구 창신동 583-66번지 ,흔적제거,드라이크리닝,null,null,면세탁,null,"흔적제거,드라이크리닝,null,null,면세탁,null",4000,2020-9-9
신흥,서울특별시 종로구 홍지동 127-27번지 ,면세탁,null,null,드라이크리닝,null,null,"면세탁,null,null,드라이크리닝,null,null",1500,2020-8-18
해누리 클린,서울특별시 종로구 구기동 105-1번지 로제우스 레포츠센터 지하2층 ,면세탁,드라이크리닝,드라이크리닝,null,null,명품크리닝,"면세탁,드라이크리닝,드라이크리닝,null,null,명품크리닝",4500,2020-8-15
광성사,서울특별시 종로구 권농동 183-6번지 ,드라이크리닝,null,null,면세탁,null,면세탁,"드라이크리닝,null,null,면세탁,null,면세탁",2000,2020-8-17
은지네 빨래방,서울특별시 종로구 창신동 640-245번지 ,운동화세탁,명품크리닝,명품크리닝,드라이크리닝,정장세탁,null,"운동화세탁,명품크리닝,명품크리닝,드라이크리닝,정장세탁,null",9500,2020-9-11
무지개세탁소,서울특별시 종로구 부암동 185-10번지 ,면세탁,면세탁,null,드라이크리닝,드라이크리닝,명품크리닝,"면세탁,면세탁,null,드라이크리닝,드라이크리닝,명품크리닝",5000,2020-8-2
영토탈크리닝,서울특별시 종로구 명륜1가 10-19번지 ,면세탁,정장세탁,면세탁,운동화세탁,운동화세탁,면세탁,"면세탁,정장세탁,면세탁,운동화세탁,운동화세탁,면세탁",7500,2020-9-7
호텔 이비스앰배서더 인사동,서울특별시 종로구 익선동 34-8번지 ,명품크리닝,드라이크리닝,null,null,운동화세탁,null,"명품크리닝,드라이크리닝,null,null,운동화세탁,null",4500,2020-9-23
서촌쿨세탁,서울특별시 종로구 옥인동 104번지 ,드라이크리닝,null,흔적제거,정장세탁,null,정장세탁,"드라이크리닝,null,흔적제거,정장세탁,null,정장세탁",9500,2020-9-8
백양사,서울특별시 종로구 돈의동 1번지 ,운동화세탁,정장세탁,정장세탁,null,정장세탁,면세탁,"운동화세탁,정장세탁,정장세탁,null,정장세탁,면세탁",11000,2020-8-25
굿모닝세탁,"서울특별시 종로구 내수동 72번지 경희궁의 아침3단지 B101, B102호 ",드라이크리닝,null,null,null,면세탁,null,"드라이크리닝,null,null,null,면세탁,null",1500,2020-9-15
충남사,서울특별시 종로구 창신동 142-44번지 ,명품크리닝,명품크리닝,null,null,운동화세탁,null,"명품크리닝,명품크리닝,null,null,운동화세탁,null",5500,2020-8-25
백영사,서울특별시 종로구 부암동 313-1번지 ,명품크리닝,명품크리닝,명품크리닝,드라이크리닝,흔적제거,명품크리닝,"명품크리닝,명품크리닝,명품크리닝,드라이크리닝,흔적제거,명품크리닝",11500,2020-8-19
클린포뷰티,서울특별시 종로구 명륜1가 10-1번지 1층 ,드라이크리닝,흔적제거,null,null,null,null,"드라이크리닝,흔적제거,null,null,null,null",3500,2020-9-27
크린토피아 성북지사,서울특별시 종로구 명륜1가 10-1번지 ,운동화세탁,null,null,null,명품크리닝,운동화세탁,"운동화세탁,null,null,null,명품크리닝,운동화세탁",5000,2020-9-27
세종,서울특별시 종로구 당주동 100번지 세종빌딩 지하동 121호,명품크리닝,명품크리닝,면세탁,null,흔적제거,null,"명품크리닝,명품크리닝,면세탁,null,흔적제거,null",7000,2020-9-3
백양,서울특별시 종로구 계동 140-24번지 ,흔적제거,드라이크리닝,null,정장세탁,null,면세탁,"흔적제거,드라이크리닝,null,정장세탁,null,면세탁",7000,2020-9-22
아남세탁소,서울특별시 종로구 명륜2가 4번지 아람아파트 지상동 207호,정장세탁,null,드라이크리닝,운동화세탁,null,null,"정장세탁,null,드라이크리닝,운동화세탁,null,null",5500,2020-9-1
한양사,서울특별시 종로구 봉익동 22번지 ,면세탁,null,null,운동화세탁,null,드라이크리닝,"면세탁,null,null,운동화세탁,null,드라이크리닝",3000,2020-9-6
명진사,서울특별시 종로구 창신동 583-66번지 ,정장세탁,면세탁,명품크리닝,null,null,드라이크리닝,"정장세탁,면세탁,명품크리닝,null,null,드라이크리닝",6500,2020-8-24
신흥,서울특별시 종로구 홍지동 127-27번지 ,면세탁,정장세탁,명품크리닝,null,정장세탁,면세탁,"면세탁,정장세탁,명품크리닝,null,정장세탁,면세탁",9000,2020-9-2
백광사,서울특별시 종로구 익선동 22-2번지 ,드라이크리닝,면세탁,null,null,null,운동화세탁,"드라이크리닝,면세탁,null,null,null,운동화세탁",3000,2020-9-9
신광전자크리닝,서울특별시 종로구 숭인동 1047번지 1층 ,흔적제거,명품크리닝,명품크리닝,명품크리닝,드라이크리닝,정장세탁,"흔적제거,명품크리닝,명품크리닝,명품크리닝,드라이크리닝,정장세탁",12500,2020-9-26
금강세탁,서울특별시 종로구 평창동 64-3번지 ,면세탁,null,정장세탁,null,null,드라이크리닝,"면세탁,null,정장세탁,null,null,드라이크리닝",4500,2020-8-25
서울세탁소,서울특별시 종로구 내수동 71번지 ,정장세탁,null,명품크리닝,면세탁,면세탁,정장세탁,"정장세탁,null,명품크리닝,면세탁,면세탁,정장세탁",9000,2020-9-21
쌍용크리닝,서울특별시 종로구 창신동 702번지 쌍용A상가 3층동 0305호,명품크리닝,흔적제거,면세탁,운동화세탁,null,null,"명품크리닝,흔적제거,면세탁,운동화세탁,null,null",6500,2020-9-7
광화문명품세탁,서울특별시 종로구 내수동 75번지 용비어천가 지하 111호 ,정장세탁,운동화세탁,면세탁,흔적제거,null,명품크리닝,"정장세탁,운동화세탁,면세탁,흔적제거,null,명품크리닝",9500,2020-8-9
그린,서울특별시 종로구 평창동 596번지 삼성A)101-101 ,명품크리닝,명품크리닝,null,null,null,null,"명품크리닝,명품크리닝,null,null,null,null",4000,2020-9-24
태화세탁,서울특별시 종로구 인사동 194-27번지 ,드라이크리닝,null,면세탁,정장세탁,드라이크리닝,null,"드라이크리닝,null,면세탁,정장세탁,드라이크리닝,null",5500,2020-8-1
현대명품 컴퓨터크리닝,서울특별시 종로구 명륜2가 71-1번지 1층 ,흔적제거,명품크리닝,운동화세탁,null,null,흔적제거,"흔적제거,명품크리닝,운동화세탁,null,null,흔적제거",8500,2020-8-6
백양명품세탁소,서울특별시 종로구 평창동 341번지 ,정장세탁,흔적제거,명품크리닝,흔적제거,null,null,"정장세탁,흔적제거,명품크리닝,흔적제거,null,null",10000,2020-8-13
신화세탁,서울특별시 종로구 숭인동 63-13번지 1층 ,드라이크리닝,null,정장세탁,면세탁,null,null,"드라이크리닝,null,정장세탁,면세탁,null,null",4500,2020-8-11
한일사,서울특별시 종로구 낙원동 49번지 1층 ,정장세탁,null,null,null,운동화세탁,흔적제거,"정장세탁,null,null,null,운동화세탁,흔적제거",7000,2020-9-15
종로타운 세탁소,서울특별시 종로구 종로1가 24번지 르메이에르 종로타운  B105-4 ,면세탁,면세탁,null,운동화세탁,null,null,"면세탁,면세탁,null,운동화세탁,null,null",2500,2020-8-12
대지세탁소,서울특별시 종로구 무악동 45-66번지 ,명품크리닝,null,null,null,정장세탁,null,"명품크리닝,null,null,null,정장세탁,null",5000,2020-9-18
동명사,서울특별시 종로구 내수동 84번지 파크팰리스지하104호 ,운동화세탁,null,흔적제거,면세탁,명품크리닝,null,"운동화세탁,null,흔적제거,면세탁,명품크리닝,null",6500,2020-8-25
국제,서울특별시 종로구 행촌동 210-119번지 ,운동화세탁,null,null,정장세탁,드라이크리닝,null,"운동화세탁,null,null,정장세탁,드라이크리닝,null",5500,2020-8-23
포시즌스 호텔 서울(Fourseasons Hotel Seoul),서울특별시 종로구 당주동 29번지 ,정장세탁,정장세탁,null,드라이크리닝,null,null,"정장세탁,정장세탁,null,드라이크리닝,null,null",7000,2020-9-13
일광세탁소(끝손질),서울특별시 종로구 충신동 22번지 ,정장세탁,null,null,null,null,null,"정장세탁,null,null,null,null,null",3000,2020-9-1
세영사,서울특별시 종로구 신영동 240번지 ,흔적제거,드라이크리닝,정장세탁,null,null,드라이크리닝,"흔적제거,드라이크리닝,정장세탁,null,null,드라이크리닝",7500,2020-9-17
두산세탁소,서울특별시 종로구 창신동 232번지 두산상가 202호 ,드라이크리닝,면세탁,null,흔적제거,null,명품크리닝,"드라이크리닝,면세탁,null,흔적제거,null,명품크리닝",6000,2020-8-14
민세탁,서울특별시 종로구 중학동 110-2번지 ,흔적제거,면세탁,null,null,null,드라이크리닝,"흔적제거,면세탁,null,null,null,드라이크리닝",4000,2020-8-11
코인워시24셀프빨래방,서울특별시 종로구 창신동 647-16번지 1층 ,흔적제거,정장세탁,null,운동화세탁,흔적제거,null,"흔적제거,정장세탁,null,운동화세탁,흔적제거,null",9500,2020-9-15
동양파라빌,서울특별시 종로구 숭인동 1388번지 동양파라빌 오피스텔 107호,운동화세탁,드라이크리닝,null,운동화세탁,드라이크리닝,운동화세탁,"운동화세탁,드라이크리닝,null,운동화세탁,드라이크리닝,운동화세탁",6500,2020-8-12
주얼리세탁소,서울특별시 종로구 인의동 48-2번지 지하2층 17호 ,면세탁,null,흔적제거,정장세탁,명품크리닝,드라이크리닝,"면세탁,null,흔적제거,정장세탁,명품크리닝,드라이크리닝",9000,2020-9-15
종로사,서울특별시 종로구 인사동 4번지 3층 ,드라이크리닝,null,null,null,흔적제거,면세탁,"드라이크리닝,null,null,null,흔적제거,면세탁",4000,2020-8-13
신원세탁25,서울특별시 종로구 신교동 35번지 ,운동화세탁,면세탁,흔적제거,null,null,명품크리닝,"운동화세탁,면세탁,흔적제거,null,null,명품크리닝",6500,2020-8-7
백양명품크리닝,서울특별시 종로구 내수동 71번지 경희궁의아침 2단지 지하1층 101~104 ,운동화세탁,null,명품크리닝,정장세탁,null,흔적제거,"운동화세탁,null,명품크리닝,정장세탁,null,흔적제거",9000,2020-9-16
명품세탁소,서울특별시 종로구 무악동 63-9번지 1층116호 ,정장세탁,드라이크리닝,null,드라이크리닝,정장세탁,null,"정장세탁,드라이크리닝,null,드라이크리닝,정장세탁,null",8000,2020-8-19
백양사,서울특별시 종로구 창신동 6-17번지 ,운동화세탁,null,면세탁,정장세탁,드라이크리닝,null,"운동화세탁,null,면세탁,정장세탁,드라이크리닝,null",6000,2020-9-19
조양사,서울특별시 종로구 연건동 118-6번지 지1 ,면세탁,흔적제거,운동화세탁,null,드라이크리닝,null,"면세탁,흔적제거,운동화세탁,null,드라이크리닝,null",5500,2020-8-21
풍림세탁,서울특별시 종로구 사직동 9번지 풍림스페이스본상가 301동 B117호,운동화세탁,null,흔적제거,면세탁,null,null,"운동화세탁,null,흔적제거,면세탁,null,null",4500,2020-8-19
I.PARK.진양세탁,서울특별시 종로구 무악동 60번지 인왕산아이파크 상가 201호 ,면세탁,null,운동화세탁,null,null,운동화세탁,"면세탁,null,운동화세탁,null,null,운동화세탁",3500,2020-8-22
한성세탁소,서울특별시 종로구 필운동 192번지 ,면세탁,null,null,null,드라이크리닝,면세탁,"면세탁,null,null,null,드라이크리닝,면세탁",2000,2020-8-11
백양명품크리닝,서울특별시 종로구 내수동 71번지 경희궁의아침 2단지 지하1층 101~104 ,운동화세탁,드라이크리닝,정장세탁,드라이크리닝,운동화세탁,명품크리닝,"운동화세탁,드라이크리닝,정장세탁,드라이크리닝,운동화세탁,명품크리닝",10000,2020-8-23
명품세탁소,서울특별시 종로구 무악동 63-9번지 1층116호 ,정장세탁,정장세탁,드라이크리닝,흔적제거,명품크리닝,null,"정장세탁,정장세탁,드라이크리닝,흔적제거,명품크리닝,null",11500,2020-8-15
백양사,서울특별시 종로구 창신동 6-17번지 ,흔적제거,드라이크리닝,null,면세탁,null,null,"흔적제거,드라이크리닝,null,면세탁,null,null",4000,2020-9-15
조양사,서울특별시 종로구 연건동 118-6번지 지1 ,드라이크리닝,null,면세탁,명품크리닝,null,드라이크리닝,"드라이크리닝,null,면세탁,명품크리닝,null,드라이크리닝",4500,2020-8-9
풍림세탁,서울특별시 종로구 사직동 9번지 풍림스페이스본상가 301동 B117호,명품크리닝,운동화세탁,null,null,null,운동화세탁,"명품크리닝,운동화세탁,null,null,null,운동화세탁",5000,2020-9-4
I.PARK.진양세탁,서울특별시 종로구 무악동 60번지 인왕산아이파크 상가 201호 ,면세탁,흔적제거,면세탁,정장세탁,정장세탁,null,"면세탁,흔적제거,면세탁,정장세탁,정장세탁,null",9500,2020-8-12
세종,서울특별시 종로구 당주동 100번지 세종빌딩 지하동 121호,드라이크리닝,정장세탁,null,null,정장세탁,운동화세탁,"드라이크리닝,정장세탁,null,null,정장세탁,운동화세탁",8500,2020-9-5
백양,서울특별시 종로구 계동 140-24번지 ,명품크리닝,드라이크리닝,운동화세탁,명품크리닝,흔적제거,null,"명품크리닝,드라이크리닝,운동화세탁,명품크리닝,흔적제거,null",9000,2020-8-16
아남세탁소,서울특별시 종로구 명륜2가 4번지 아람아파트 지상동 207호,명품크리닝,정장세탁,면세탁,면세탁,정장세탁,null,"명품크리닝,정장세탁,면세탁,면세탁,정장세탁,null",9000,2020-9-2
한양사,서울특별시 종로구 봉익동 22번지 ,흔적제거,null,드라이크리닝,null,흔적제거,드라이크리닝,"흔적제거,null,드라이크리닝,null,흔적제거,드라이크리닝",7000,2020-9-23
명진사,서울특별시 종로구 창신동 583-66번지 ,정장세탁,null,null,null,null,흔적제거,"정장세탁,null,null,null,null,흔적제거",5500,2020-9-19
신흥,서울특별시 종로구 홍지동 127-27번지 ,정장세탁,null,정장세탁,null,null,드라이크리닝,"정장세탁,null,정장세탁,null,null,드라이크리닝",7000,2020-8-19
반도사,서울특별시 종로구 권농동 158번지 ,정장세탁,null,null,운동화세탁,null,흔적제거,"정장세탁,null,null,운동화세탁,null,흔적제거",7000,2020-9-4
광미사,서울특별시 종로구 낙원동 188번지 ,정장세탁,null,흔적제거,null,null,면세탁,"정장세탁,null,흔적제거,null,null,면세탁",6000,2020-9-11
영남세탁,서울특별시 종로구 숭인동 72-87 ,드라이크리닝,흔적제거,드라이크리닝,드라이크리닝,면세탁,면세탁,"드라이크리닝,흔적제거,드라이크리닝,드라이크리닝,면세탁,면세탁",6500,2020-9-11
수도사,서울특별시 종로구 소격동 158-2번지 ,명품크리닝,null,면세탁,면세탁,null,드라이크리닝,"명품크리닝,null,면세탁,면세탁,null,드라이크리닝",4000,2020-9-16
서울사,서울특별시 종로구 수송동 58번지 두산위브 지하 106호,정장세탁,null,면세탁,null,드라이크리닝,null,"정장세탁,null,면세탁,null,드라이크리닝,null",4500,2020-8-12
동화컴퓨터크리닝,서울특별시 종로구 재동 84-39번지 ,흔적제거,면세탁,운동화세탁,운동화세탁,null,null,"흔적제거,면세탁,운동화세탁,운동화세탁,null,null",6000,2020-9-6
세탁25,서울특별시 종로구 신교동 57번지 신도빌딩 지하1층 ,운동화세탁,운동화세탁,운동화세탁,운동화세탁,명품크리닝,운동화세탁,"운동화세탁,운동화세탁,운동화세탁,운동화세탁,명품크리닝,운동화세탁",9500,2020-8-2
12호우리세탁,서울특별시 종로구 창신동 703번지 ,정장세탁,운동화세탁,흔적제거,흔적제거,null,null,"정장세탁,운동화세탁,흔적제거,흔적제거,null,null",9500,2020-8-20
크린세탁,서울특별시 종로구 명륜3가 1-211번지 1층 ,흔적제거,드라이크리닝,null,null,null,정장세탁,"흔적제거,드라이크리닝,null,null,null,정장세탁",6500,2020-8-21
종로사,서울특별시 종로구 인사동 226번지 ,명품크리닝,명품크리닝,정장세탁,드라이크리닝,드라이크리닝,흔적제거,"명품크리닝,명품크리닝,정장세탁,드라이크리닝,드라이크리닝,흔적제거",11500,2020-8-11
삼성크리닝,서울특별시 종로구 동숭동 129-145번지 ,흔적제거,흔적제거,null,정장세탁,null,null,"흔적제거,흔적제거,null,정장세탁,null,null",8000,2020-8-13
유니드,서울특별시 종로구 혜화동 50-5번지 ,흔적제거,null,null,명품크리닝,null,운동화세탁,"흔적제거,null,null,명품크리닝,null,운동화세탁",6000,2020-9-10
랑미사,서울특별시 종로구 충신동 46번지 ,운동화세탁,null,정장세탁,면세탁,정장세탁,정장세탁,"운동화세탁,null,정장세탁,면세탁,정장세탁,정장세탁",11000,2020-9-23
롯데캐슬세탁소,서울특별시 종로구 숭인동 76번지 롯데캐슬 천지인 지동 125호,정장세탁,정장세탁,면세탁,정장세탁,null,null,"정장세탁,정장세탁,면세탁,정장세탁,null,null",9500,2020-8-16
혜화사,서울특별시 종로구 혜화동 74-16번지 ,운동화세탁,null,드라이크리닝,흔적제거,운동화세탁,null,"운동화세탁,null,드라이크리닝,흔적제거,운동화세탁,null",6500,2020-8-25
영화,서울특별시 종로구 종로6가 225번지 ,정장세탁,드라이크리닝,null,드라이크리닝,명품크리닝,null,"정장세탁,드라이크리닝,null,드라이크리닝,명품크리닝,null",7000,2020-8-6
세담방,서울특별시 종로구 혜화동 74-6번지 ,면세탁,null,면세탁,null,면세탁,null,"면세탁,null,면세탁,null,면세탁,null",1500,2020-9-9
백양사,서울특별시 종로구 숭인동 232-12번지 1층 ,정장세탁,null,null,null,null,null,"정장세탁,null,null,null,null,null",3000,2020-9-7
남희사,서울특별시 종로구 구기동 56-6번지 ,운동화세탁,null,운동화세탁,운동화세탁,null,null,"운동화세탁,null,운동화세탁,운동화세탁,null,null",4500,2020-9-15
센트레빌 세탁소,서울특별시 종로구 숭인동 2-1번지 종로 센트레빌 상가 B101호,면세탁,null,흔적제거,면세탁,면세탁,null,"면세탁,null,흔적제거,면세탁,면세탁,null",4000,2020-9-4
해누리 클린,서울특별시 종로구 구기동 105-1번지 로제우스 레포츠센터 지하2층 ,흔적제거,명품크리닝,정장세탁,null,정장세탁,운동화세탁,"흔적제거,명품크리닝,정장세탁,null,정장세탁,운동화세탁",12000,2020-9-6
백양명품크리닝,서울특별시 종로구 내수동 71번지 경희궁의아침 2단지 지하1층 101~104 ,흔적제거,면세탁,정장세탁,드라이크리닝,드라이크리닝,흔적제거,"흔적제거,면세탁,정장세탁,드라이크리닝,드라이크리닝,흔적제거",10500,2020-9-24
명품세탁소,서울특별시 종로구 무악동 63-9번지 1층116호 ,운동화세탁,명품크리닝,흔적제거,null,null,null,"운동화세탁,명품크리닝,흔적제거,null,null,null",6000,2020-9-6
백양사,서울특별시 종로구 창신동 6-17번지 ,정장세탁,정장세탁,면세탁,null,null,면세탁,"정장세탁,정장세탁,면세탁,null,null,면세탁",7000,2020-9-17
조양사,서울특별시 종로구 연건동 118-6번지 지1 ,면세탁,null,null,null,드라이크리닝,정장세탁,"면세탁,null,null,null,드라이크리닝,정장세탁",4500,2020-9-11
풍림세탁,서울특별시 종로구 사직동 9번지 풍림스페이스본상가 301동 B117호,드라이크리닝,면세탁,면세탁,null,null,null,"드라이크리닝,면세탁,면세탁,null,null,null",2000,2020-9-20
I.PARK.진양세탁,서울특별시 종로구 무악동 60번지 인왕산아이파크 상가 201호 ,면세탁,null,정장세탁,운동화세탁,null,면세탁,"면세탁,null,정장세탁,운동화세탁,null,면세탁",5500,2020-8-17
세종,서울특별시 종로구 당주동 100번지 세종빌딩 지하동 121호,면세탁,드라이크리닝,null,명품크리닝,흔적제거,null,"면세탁,드라이크리닝,null,명품크리닝,흔적제거,null",6000,2020-9-16
백양,서울특별시 종로구 계동 140-24번지 ,정장세탁,null,정장세탁,null,명품크리닝,null,"정장세탁,null,정장세탁,null,명품크리닝,null",8000,2020-8-12
아남세탁소,서울특별시 종로구 명륜2가 4번지 아람아파트 지상동 207호,흔적제거,명품크리닝,흔적제거,null,드라이크리닝,null,"흔적제거,명품크리닝,흔적제거,null,드라이크리닝,null",8000,2020-9-3
한양사,서울특별시 종로구 봉익동 22번지 ,면세탁,null,운동화세탁,null,명품크리닝,null,"면세탁,null,운동화세탁,null,명품크리닝,null",4000,2020-8-26
명진사,서울특별시 종로구 창신동 583-66번지 ,면세탁,null,null,null,명품크리닝,면세탁,"면세탁,null,null,null,명품크리닝,면세탁",3000,2020-8-18
신흥,서울특별시 종로구 홍지동 127-27번지 ,정장세탁,null,null,null,null,드라이크리닝,"정장세탁,null,null,null,null,드라이크리닝",4000,2020-8-13
세종,서울특별시 종로구 당주동 100번지 세종빌딩 지하동 121호,명품크리닝,운동화세탁,정장세탁,면세탁,드라이크리닝,운동화세탁,"명품크리닝,운동화세탁,정장세탁,면세탁,드라이크리닝,운동화세탁",9500,2020-9-10
백양,서울특별시 종로구 계동 140-24번지 ,흔적제거,명품크리닝,정장세탁,면세탁,null,면세탁,"흔적제거,명품크리닝,정장세탁,면세탁,null,면세탁",8500,2020-9-14
아남세탁소,서울특별시 종로구 명륜2가 4번지 아람아파트 지상동 207호,드라이크리닝,정장세탁,드라이크리닝,null,null,null,"드라이크리닝,정장세탁,드라이크리닝,null,null,null",5000,2020-9-18
한양사,서울특별시 종로구 봉익동 22번지 ,명품크리닝,null,null,면세탁,흔적제거,null,"명품크리닝,null,null,면세탁,흔적제거,null",5000,2020-9-19
명진사,서울특별시 종로구 창신동 583-66번지 ,면세탁,null,null,정장세탁,null,정장세탁,"면세탁,null,null,정장세탁,null,정장세탁",6500,2020-9-26
신흥,서울특별시 종로구 홍지동 127-27번지 ,면세탁,정장세탁,면세탁,null,null,null,"면세탁,정장세탁,면세탁,null,null,null",4000,2020-9-6
백광사,서울특별시 종로구 익선동 22-2번지 ,흔적제거,명품크리닝,null,null,정장세탁,정장세탁,"흔적제거,명품크리닝,null,null,정장세탁,정장세탁",10500,2020-9-12
신광전자크리닝,서울특별시 종로구 숭인동 1047번지 1층 ,흔적제거,명품크리닝,드라이크리닝,null,null,null,"흔적제거,명품크리닝,드라이크리닝,null,null,null",5500,2020-9-20
금강세탁,서울특별시 종로구 평창동 64-3번지 ,흔적제거,드라이크리닝,명품크리닝,null,운동화세탁,정장세탁,"흔적제거,드라이크리닝,명품크리닝,null,운동화세탁,정장세탁",10000,2020-8-28
서울세탁소,서울특별시 종로구 내수동 71번지 ,드라이크리닝,흔적제거,드라이크리닝,면세탁,null,명품크리닝,"드라이크리닝,흔적제거,드라이크리닝,면세탁,null,명품크리닝",7000,2020-9-15
쌍용크리닝,서울특별시 종로구 창신동 702번지 쌍용A상가 3층동 0305호,운동화세탁,정장세탁,null,흔적제거,흔적제거,null,"운동화세탁,정장세탁,null,흔적제거,흔적제거,null",9500,2020-9-19
광화문명품세탁,서울특별시 종로구 내수동 75번지 용비어천가 지하 111호 ,드라이크리닝,null,null,면세탁,드라이크리닝,면세탁,"드라이크리닝,null,null,면세탁,드라이크리닝,면세탁",3000,2020-9-12
